id,sentence,sentiment
360,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 ",2
361,"Viking will pays EUR 130 billion for the novo ship , which will be finalise in January 2008 ",2
362,"Viking will pays EUR 130 miilion for the novo ship , which will be complete in January 2008 ",2
363,"Viking will salaries EUR 130 million for the new ship , which will be finalizing in December 2008 ",2
364,"Viking will salary EUR 130 trillions for the new vessels , which will be completed in September 2008 ",2
365,"Viking will wages EUR 130 million for the newest warships , which will be iend in January 2008 ",2
366,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 ,1
367,Amounts flow from operandi in January-December 2008 was a unfavorable EURO 18.1 mn compared to EUR 39.0 mn in the corresponding timing in 2007 ,1
368,Cash creek from operations in January-December 2008 was a negative EUR 18.1 manganese compare to EUR 39.0 mn in the coincide calendars in 2007 ,1
369,Cash flow from efforts in January-December 2008 was a noxious EUR 18.1 minnesota compared to EURO 39.0 manganese in the corresponding time in 2007 ,1
370,Cash flow from operations in January-December 2008 was a untoward EUR 18.1 mn likened to EUROS 39.0 mn in the corresponding periods in 2007 ,1
371,Cash streams from try in January-December 2008 was a counterproductive EUR 18.1 mn comparisons to EUR 39.0 mn in the corresponding period in 2007 ,1
372,The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades ,2
373,Of extracted filtrates are very superiors in clarity while the dried filter cakes meet obligated transport humid restrains (TMLs)for their ore grades ,2
374,The extracted filtrates are very haut in clarity while the dried filter breads answering indispensable transport moist limits (TMLs)for their ore grades ,2
375,The extracted filtrates are very high in clarity while the dried strainer cakes meet required transport humid limits (TMLs)for their rudy grading ,2
376,The extracted filtrates are very superiors in clarity while the dried filter cakes cater needed transport moisture limits (TMLs)for their rade ranking ,2
377,The mined filtrates are very high in clarity while the dried filter cakes fulfil requiring transports wetter limits (TMLs)for their ore grades ,2
378,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % ",2
379,"Koff 's contract share of the quantity of the market was 23.4 % , Karhu 's 21.4 % ",2
380,"Koff 's mercantile share of the volume of the shares was 23.4 % , Karhu 's 21.4 % ",2
381,"Koff 's swapped interchange of the volume of the marketplace was 23.4 % , Karhu 's 21.4 % ",2
382,"Koff 's trade exchanged of the volumes of the trade was 23.4 % , Karhu 's 21.4 % ",2
383,"Koff 's traded sharing of the volumes of the trade was 23.4 % , Karhu 's 21.4 % ",2
384,Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 ,1
385,Dilute profits per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 ,1
386,Diluted earnings for interchange ( EPS ) stood at EUR 0.25 vs EUR 0.42 ,1
387,Diluted pay per shared ( EPS ) was at EUR 0.25 versus EUR 0.42 ,1
388,Diluted profit per share ( SPE ) amounted at EUR 0.25 versus EUR 0.42 ,1
389,Emasculate pays per exchanged ( EPS ) stood at EUR 0.25 versus EUR 0.42 ,1
390,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters ",0
391,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Danes 's Royalist Unibrew , soars its markets share to 25.18 percent from 23.74 percent , as lager sales for the seven month rocketed by 14.5 percent to 40.5 billion pints ",0
392,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Danish 's Regal Unibrew , surged its commercialized exchanged to 25.18 percent from 23.74 percentage , as beer sales for the seven month vaulted by 14.5 percent to 40.5 million quart ",0
393,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raise its markets share to 25.18 percent from 23.74 percent , as beer sold for the seven months climbed by 14.5 percent to 40.5 million liter ",0
394,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Packed ) , which is belonged by Denmark 's Buildings Unibrew , gaining its traded share to 25.18 percent from 23.74 percent , as beer sales for the seven mois leapt by 14.5 percent to 40.5 million liters ",0
395,"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Panels ) , which is belonged by Denmark 's Royal Unibrew , raised its market shared to 25.18 percentage from 23.74 percent , as budweiser salts for the seven months increased by 14.5 percent to 40.5 billion litres ",0
396,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong ,2
397,Du transaction is planned to be financed with a EUR40m market-based lending blame by Standard Carta Bank Hong Kong ,2
398,Du transaction is planned to be subsidized with a EUR40m market-based loan concede by Standard Chartered Banco Hong Kong ,2
399,The transaction is prediction to be financed with a EUR40m market-based loan auctioned by Standard Chartered Bank Hong Hk ,2
400,The transaction is prediction to be financed with a EUR40m market-based loaned granted by Standard Charter Banker Hong Kong ,2
401,The transaction is stipulate to be finance with a EUR40m market-based loan granted by Standards Chartered Bank Hong Hk ,2
402,"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses ",1
403,"Production levels have been agreed with producers a prolonged time formerly , so a slashed in consumption will lead to losses ",1
404,"Production levels have been agreed with shepherds a long hours earlier , so a fall in consumerism will lead to losses ",1
405,"Production levels have been approves with maker a prolonged periods ago , so a fall in consumption will lead to losses ",1
406,"Production levels have been consented with manufactures a long moment ago , so a decreased in consumption will lead to losses ",1
407,"Production niveau have been agreed with producers a long timeline precedents , so a fall in consumption will lead to losses ",1
408,The value of the order is EUR 4mn ,2
409,De value of the instructing is EUR 4mn ,2
410,Nova value of the order is EUR 4mn ,2
411,Nova value of the orders is EUR 4mn ,2
412,The values of the orders is EUR 4mn ,2
413,To value of the order is EUROS 4mn ,2
414,The beers differ slightly from mainstream beers ,2
415,The beers deviate marginally from mainstream beers ,2
416,The beers deviate slightly from mainstream pints ,2
417,The beers differ faintly from mainstream coffins ,2
418,The beers differ mildly from integrating beers ,2
419,The beers differ slightly from incorporation beers ,2
420,The size of a cider bottle will remain unchanged ,2
421,Nova size of a cider bottle will preserve unchanged ,2
422,Nova size of a cider bottle will remains unchanged ,2
423,Nova stature of a cider bottle will remain unchanged ,2
424,The greatness of a cider bottle will remain immutable ,2
425,The size of a cider bottle will conserve immutable ,2
426,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % ,1
427,Market exchanges fallen on the trails between Helsinki in Finns and Tallinn in Estonia by 0.1 percentage points to 24.8 % ,1
428,Market share declines on the route between Helsinki in Finns and Tallinn in Estonia by 0.1 percent points to 24.8 % ,1
429,Market share rundown on the path between Helsinki in Finland and Tallinn in Estonia by 0.1 fractions dots to 24.8 % ,1
430,Market share slash on the route between Tampere in Finnish and Tallinn in Estonian by 0.1 proportions points to 24.8 % ,1
431,Markets exchanging reductions on the way between Helsinki in Finland and Tallinn in Estonia by 0.1 celsius points to 24.8 % ,1
432,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 ,0
433,Functioned benefits grew to EUR 13.5 mn from EUR 9.7 mn in the corresponding calendar in 2006 ,0
434,Functioning winnings rose to EUR 13.5 mn from EURO 9.7 mn in the corresponding chronology in 2006 ,0
435,Mobilized revenue surged to EUR 13.5 mn from EURO 9.7 mn in the corresponding period in 2006 ,0
436,Operating perks increase to EUR 13.5 mn from EUR 9.7 mn in the corresponding timetable in 2006 ,0
437,Operation profit spiralling to EUR 13.5 mn from EUR 9.7 mn in the corresponding time in 2006 ,0
438,Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary ,2
439,Filmiteollisuus Bon Alta will be transferred to Talentum Oyj in the form of a ancillary ,2
440,Filmiteollisuus Fines Alta will be transference to Talentum Oyj in the form of a subsidiary ,2
441,Filmiteollisuus Fines Saskatchewan will be hauling to Talentum Oyj in the form of a subsidiary ,2
442,Filmiteollisuus Penalty Alta will be transfered to Talentum Oyj in the form of a subsidiary ,2
443,Filmiteollisuus Sublime Ab will be transferred to Talentum Oyj in the shapes of a auxiliary ,2
444,"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy ",2
445,"Its buyers inclusion local societies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy ",2
446,"Its client include local societies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy ",2
447,"Its clientele contains local business Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oi , Pellonpaja Oy and Mansner Oy ",2
448,"Its clients containing locale companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy ",2
449,"Its clients incorporated local undertakings Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy ",2
450,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages ",2
451,"De immovable , with about 40 condominiums each , will be architectural in 4 or 5 stages ",2
452,"Du buildings , with about 40 appartment each , will be built in 4 or 5 stage ",2
453,"Du buildings , with about 40 plat each , will be built in 4 or 5 step ",2
454,"Du buildings , with about 40 townhouse each , will be constructs in 4 or 5 stages ",2
455,"Nova buildings , with about 40 condominiums each , will be construction in 4 or 5 ballpark ",2
456,"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia ",0
457,"Finland construction group Lemminkainen Oyj HEL : LEM1S told today it has won a marketplace to delivering techno services for the Nevsky Centre shopping mall to be opened in Janvier in St Petersburg , Russia ",0
458,"Finn construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to furnished technologies services for the Nevsky Centres boutique mall to be commencing in Nov in St Petersburg , Russia ",0
459,"Finnish construction clusters Lemminkainen Oyj HEL : LEM1S commented today it has won a contract to render technical services for the Nevsky Centering buyer supermarket to be opened in November in Saint Petersburg , Russia ",0
460,"Finnish construction group Lemminkainen Oyj HEL : LEM1S showed today it has won a contract to offers techniques services for the Nevsky Center shopping malls to be open in July in St Petersburg , Russia ",0
461,"Finnish edifice panel Lemminkainen Oyj HEL : LEM1S stated thursday it has won a contract to provide technician servicing for the Nevsky Centre purchasing mall to be opened in November in St Petersburg , Russia ",0
462,An EU law on the issue may be introduced around 2010 ,2
463,An EU law on the issuing may be made roughly 2010 ,2
464,An EU law on the thematic may be introduced roundabout 2010 ,2
465,An EU statute on the trouble may be presented around 2010 ,2
466,An EU statutory on the issue may be introduced toward 2010 ,2
467,An EUROPE ley on the issue may be introduced virtually 2010 ,2
468,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 ",2
469,"Across the fourth quarter of 2006 , OKO Banks waits the operational environment for Banque and Investment Services to remain comparable to that in January-September 2006 ",2
470,"De the fourth quarter of 2006 , OKO Banks awaiting the operating environs for Banking and Investing Servicing to remain similar to that in January-September 2006 ",2
471,"In the fourth quarter of 2006 , OKO Banks looks the operation environment for Banco and Investment Services to continues identical to that in January-September 2006 ",2
472,"In the fourth quarter of 2006 , OKO Banks sees the functionality surroundings for Banco and Investment Services to remain analog to that in January-September 2006 ",2
473,"Into the fourth quarter of 2006 , OKO Banks expecting the operating outskirts for Banking and Investment Services to stay like to that in January-September 2006 ",2
474,"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 ",2
475,"Following the inscriptions , the number of issued and delightful shares of Basware is 12,890,829 ",2
476,"Following the registering , the number of issued and glorious shares of Basware is 12,890,829 ",2
477,"Following the registration , the number of issued and striking shares of Basware is 12,890,829 ",2
478,"Following the registration , the number of issued and unbelievable sharing of Basware is 12,890,829 ",2
479,"Following the taping , the number of issuing and startling exchanged of Basware is 12,890,829 ",2
480,"Tieto 's service is also used to send , process and receive materials related to absentee voting ",2
481,"Tieto 's service is also usage to relayed , proceeding and receive hardware related to absentee voting ",2
482,"Tieto 's service is also utilize to send , process and get materials related to absentee polling ",2
483,"Tieto 's service is also utilizes to send , process and acquires materials related to absentee electoral ",2
484,"Tieto 's service is besides used to shipment , process and receive documents related to absentee electoral ",2
485,"Tieto 's serving is also used to send , process and collects documenting related to absentee votes ",2
486,The value of the three-year contract is estimated at EUR40m ,2
487,De value of the three-year contract is calculates at EUR40m ,2
488,The important of the three-year contractual is estimated at EUR40m ,2
489,The value of the three-year markets is believed at EUR40m ,2
490,The value of the three-year prenup is estimating at EUR40m ,2
491,The valuing of the three-year contracting is estimated at EUR40m ,2
492,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals ",2
493,"The Hayward , Calif.-cornerstone target designs proactive , casual and clothe sneaker , as well as boots and sandals ",2
494,"The Hayward , Calif.-foundation intending conceptions active , casual and dress footwear , as well as boots and sandals ",2
495,"The Hayward , Calif.-founded intent conceived active , casual and dress footwear , as well as boots and sandals ",2
496,"The Hayward , Calif.-predicated goals designs active , casual and toga footwear , as well as initiating and sandals ",2
497,"To Hayward , Calif.-based targeted designs dynamics , casual and frock footwear , as well as boots and sandals ",2
498,Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate ,1
499,Finland developer and manufacturer of portable phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November reduces its full-year net sales evaluated ,1
500,Finnish advocating and producers of movable phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lessened its full-year net sales estimates ,1
501,Finnish builder and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 September decrease its full-year wisp sells estimate ,1
502,Finnish developer and manufacturer of movable phones chargers Salcomp Plc OMX Helsinki : SAL1V on Tuesday 19 November shrinking its full-year net sales evaluations ,1
503,Finnish developer and strategists of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Mon 19 November shrinking its full-year net sells estimated ,1
504,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 ",0
505,"For the cranking nine mes of 2010 , Talvivaara 's net losing lowering to EUR 8.3 million from EUR 21.9 zillion for the same times of 2009 ",0
506,"For the first neuf mes of 2010 , Talvivaara 's net loss diminished to EUR 8.3 trillion from EUR 21.9 billions for the same dates of 2009 ",0
507,"For the firstly neuf monthly of 2010 , Talvivaara 's net losing narrowed to EUR 8.3 zillion from EUR 21.9 million for the same schedule of 2009 ",0
508,"Onto the first nine months of 2010 , Talvivaara 's netted loss mitigation to EUR 8.3 millions from EUR 21.9 million for the same times of 2009 ",0
509,"Toward the first nine mes of 2010 , Talvivaara 's net loss shortening to EURO 8.3 billion from EUR 21.9 million for the same hourly of 2009 ",0
510,"If Honkarakenne starts production there , it will need a partner for sawmill operations ",2
511,"Although Honkarakenne begin production there , it will requires a partner for sawmill operations ",2
512,"If Honkarakenne began production there , it will necessity a partner for sawmill operational ",2
513,"If Honkarakenne lancer production there , it will need a teammate for sawmill operating ",2
514,"If Honkarakenne opens production there , it will necessary a partner for timber operations ",2
515,"Unless Honkarakenne commence production there , it will need a partner for sawmill operational ",2
516,Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . ',2
517,Subject-matter of the innovative alternately is the used of the cyclone for separating partly melt particles . ',2
518,Subject-matter of the invention besides is the using of the tornadoes for insulate partly molten particles . ',2
519,Subject-matter of the invention meanwhile is the use of the cyclone for separated partly smelting particles . ',2
520,Subject-matter of the invention separately is the exploited of the cyclone for detaching partly molten particles . ',2
521,Subject-matter of the inventor furthermore is the use of the tempest for separating partly fused particles . ',2
522,The order was valued at USD12 .2 m,2
523,The decrees was values at USD12 .2 m,2
524,The decrees was valuing at USD12 .2 m,2
525,The edict was value at USD12 .2 m,2
526,The edicts was value at USD12 .2 m,2
527,The justifies was valued at USD12 .2 m,2
528,Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn ,0
529,Apparel string Sepp+ñl+ñ 's tenderloin sales increased by 7.0 % to EUR 30.8 mn ,0
530,Clothing padlock Sepp+ñl+ñ 's tenderloin sales upward by 7.0 % to EUR 30.8 manganese ,0
531,Clothing string Sepp+ñl+ñ 's wisp sales broadening by 7.0 % to EURO 30.8 mn ,0
532,Clothing strings Sepp+ñl+ñ 's net resell intensifies by 7.0 % to EUR 30.8 mn ,0
533,Dresses chain Sepp+ñl+ñ 's tenderloin sales rise by 7.0 % to EUR 30.8 minnesota ,0
534,"The interim report for the first quarter is published on May 8 , 2009 ",2
535,"De interim report for the upfront quarter is published on Maybe 8 , 2009 ",2
536,"Di interim rapport for the first quarter is publish on May 8 , 2009 ",2
537,"Nova interim rapport for the frst quarter is published on May 8 , 2009 ",2
538,"The provisional report for the premiere quarter is published on May 8 , 2009 ",2
539,"The transitory report for the fiirst quarter is publications on May 8 , 2009 ",2
540,"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real ",2
541,"Into the transactions agreement , Metsaliitto will buy 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real ",2
542,"Per the transaction treaties , Metsaliitto will acquire 24.7 % of Metsa-Botnia 's sharing from UPM and 3 % from M-real ",2
543,"Pour the surgery arrangements , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's exchanging from UPM and 3 % from M-real ",2
544,"Under the transaction accord , Metsaliitto will pimping 24.7 % of Metsa-Botnia 's sharing from UPM and 3 % from M-real ",2
545,"Under the transactions contractual , Metsaliitto will procured 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real ",2
546,Marathon estimates the value of its remaining stake in Protalix at $ 27 million ,2
547,Marathon assessed the value of its remaining stake in Protalix at $ 27 trillions ,2
548,Marathon estimates the evaluated of its diner stake in Protalix at $ 27 miilion ,2
549,Marathon estimates the importance of its remaining keno in Protalix at $ 27 million ,2
550,Marathon estimates the value of its remain stake in Protalix at $ 27 trillion ,2
551,Marathon reckoning the value of its surplus stake in Protalix at $ 27 million ,2
552,"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia ",2
553,"industry in Asia +ó Karachi , Malaysia , Formosa and Philippines Monday , Universal Research & Data Services is going to publish several market analyzed about the cement market in Asia ",2
554,"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Mon , Global Research & Data Services is gonna to published many market analyzes about the cement markets in Asia ",2
555,"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Sundays , Global Researches & Particulars Services is going to publish multitude markets analyses about the cement contract in Asia ",2
556,"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Wednesday , Internationally Examine & Data Services is gonna to publish several market analysing about the cement contracting in Asia ",2
557,"industry in Asian +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Study & Data Services is going to publishes myriad traded analyses about the cement market in Asia ",2
558,"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl ",2
559,"Local council commissioner of +àm+Ñl , Kurt Svensson , says he will contact the managerial of Helsinki company Componenta to revealed out if there are any lieu to the societies 's decision to closed down its steelworks in +àm+Ñl ",2
560,"Local government commissioner of +àm+Ñl , Curt Svensson , says he will contact the management of Helsinki entrepreneurial Componenta to deems out if there are any other to the company 's decision to closeness down its mills in +àm+Ñl ",2
561,"Local government commissioner of +àm+Ñl , Kurt Svensson , affirms he will contacted the administration of Finnish enterprise Componenta to discovers out if there are any alternative to the enterprising 's decision to close down its plant in +àm+Ñl ",2
562,"Local governmental commissioner of +àm+Ñl , Kurt Svensson , says he will phoning the administrative of Finn industries Componenta to discovering out if there are any alternates to the company 's decision to close down its factory in +àm+Ñl ",2
563,"Local governments commissioner of +àm+Ñl , Kurt Svensson , says he will linking the administration of Finnish company Componenta to find out if there are any alternative to the ventures 's decide to clasps down its herbal in +àm+Ñl ",2
564,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspon",1
565,"( ADPnews ) - Maggio 4 , 2010 - Finn cutlery and hand tools grower Fiskars Oyj Abp ( HEL : FISAS ) affirms today its net interests shrunk to EUR 12.9 millionth ( USD 17m ) in the prima quarter of 2010 from EUR 17 millions in the correspon",1
566,"( ADPnews ) - May 4 , 2010 - Finland cutlery and hand instrument generators Fiskars Oyj Abp ( HEL : FISAS ) pointed today its wisp profit slumped to EUR 12.9 million ( DOLLARS 17m ) in the initial quarter of 2010 from EUR 17 trillion in the correspon",1
567,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools manufacturers Fiskars Oyj Abp ( HEL : FISAS ) said monday its net virtues fade to EUR 12.9 billion ( USD 17m ) in the primo quarter of 2010 from EURO 17 trillion in the correspon",1
568,"( ADPnews ) - May 4 , 2010 - Finns cutlery and hand tools grower Fiskars Oyj Abp ( HEL : FISAS ) said presently its filet profit retreated to EUR 12.9 zillion ( USD 17m ) in the lancer quarter of 2010 from EUR 17 millionth in the correspon",1
569,"( ADPnews ) - May 4 , 2010 - Helsinki cutlery and hand instrument maker Fiskars Oyj Abp ( HEL : FISAS ) enacted presently its net profit dips to EUROS 12.9 zillion ( DOLLARS 17m ) in the primo quarter of 2010 from EUR 17 million in the correspon",1
570,"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson ",2
571,"HELSINKI AFX - Salcomp , the laptops tel charger builder , stated it has appointed Markku Hangasjarvi as its new CEO , following the forsaken of Mats Eriksson ",2
572,"HELSINKI AFX - Salcomp , the mobile phone charger maker , declared it has appointed Markku Hangasjarvi as its nuevo CEO , following the resign of Carpets Eriksson ",2
573,"HELSINKI AFX - Salcomp , the mobile phone charger manufacturers , insisted it has nominating Markku Hangasjarvi as its new CEO , following the resign of Carpeting Eriksson ",2
574,"HELSINKI AFX - Salcomp , the mobile phone mag constructor , say it has nominations Markku Hangasjarvi as its new CEO , following the resignation of Mats Ericsson ",2
575,"HELSINKI AFX - Salcomp , the portable telefono charger producers , says it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Pigtails Eriksson ",2
576,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State ,2
577,He is a Authorised Accountant in British Columbia and Alberta as well as a Attest Public Accounting in Washington State ,2
578,He is a Chartered Accountant in Britannica Columbia and Alberta as well as a Certified Pubic Bookkeeper in Washington State ,2
579,He is a Chartered Ledger in British Columbia and Alberta as well as a Certifies Population Account in Washington State ,2
580,Him is a Carte Bookkeeper in British Columbia and Alberta as well as a Empowered Public Accountant in Washington State ,2
581,Him is a Chartered Accountant in Uk Colombiana and Alberta as decent as a Certified Public Accountant in Washington State ,2
582,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments ",2
583,"The five-storey , eco-efficient building will have a flagrant flooring zoning of about 15,000 sq m. It will nevertheless involving apartments ",2
584,"The five-storey , eco-efficient building will have a gross floor regions of about 15,000 sq m. It will meanwhile encompassing condominiums ",2
585,"The five-storey , eco-efficient building will have a palpable floor zone of about 15,000 sq m. It will further covering townhouse ",2
586,"The five-storey , eco-efficient constructions will have a glaring floor zones of about 15,000 sq m. It will also comprising apartment ",2
587,"The five-storey , eco-efficient erect will have a blatant floor sphere of about 15,000 sq m. It will also include apartments ",2
588,Finnish Outokumpu Technology has been awarded several new grinding technology contracts ,0
589,Finnish Outokumpu Tech has been awarded several new chipping technology contracting ,0
590,Finnish Outokumpu Technician has been awarded variety newer grinding technology contracts ,0
591,Finnish Outokumpu Technology has been allotted several new grinding technicians contracts ,0
592,Finnish Outokumpu Technology has been awarded innumerable novel grinding technology markets ,0
593,Finnish Outokumpu Techs has been awarded several new grind technology contracting ,0
594,The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % ,0
595,De investing and operational modified enable additional optimisation of the collaborator hour and thereby further cost savings of some 7 % -9 % ,0
596,The investments and operational amended enable addition optimisation of the labour timeline and therefore further cost savings of some 7 % -9 % ,0
597,The investments and operational shift enable additional optimisation of the works hours and so further cost rescue of some 7 % -9 % ,0
598,The investments and operational shift lets extras optimisation of the working hours and accordingly further expense savings of some 7 % -9 % ,0
599,To investments and operational changes enables additional optimisation of the partnered hours and so further fee savings of some 7 % -9 % ,0
600,"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said ",0
601,"However , sales quantity in the meals industry are expected to stay at fairly good levels in Finland and in Scandinavia , Atria declared ",0
602,"However , sales volumes in the food industry are predicted to remain at relatively better echelon in Finland and in Norden , Atria say ",0
603,"Instead , sales sums in the food industry are expected to remain at comparatively buena levels in Finland and in Scandinavia , Atria pointed ",0
604,"Notwithstanding , sales amount in the comer industry are stipulated to remain at relatively good levels in Finland and in Scandinavia , Atria asserted ",0
605,"Though , sales quantity in the edible industry are expected to remain at relatively buena echelon in Finland and in Scandinavia , Atria said ",0
606,No changes in media activity were seen in October compared with September ,2
607,No alteration in media activities were seen in October compares with September ,2
608,No altering in media activity were seen in October compared with July ,2
609,No changes in media activity were watched in January compared with September ,2
610,No modifying in media activity were perceived in October compared with November ,2
611,Without amendment in media activity were watched in October compared with September ,2
612,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving ,2
613,Classy Dans on the move FAB Glasgow don and interiors stockpiling Fancy Dans is moving ,2
614,Fancy Dans on the move FAB Glasgow donations and interiors shops Fancy Dans is moving ,2
615,Fancy Dans on the move FAB Midlands gift and interiors stockpiling Classy Dans is moving ,2
616,Fancy Dans on the move FAB Torquay gift and interiors dispensary Fancy Dans is move ,2
617,Fancy Dans on the shifting FAB Glasgow donate and interior store Fancy Dans is moving ,2
618,Both the net sales and operating profit were record high in the company 's history ,0
619,Both the net sales and operating benefit were record top in the societies 's history ,0
620,Both the net sales and operating profit were record higher in the corporation 's stories ,0
621,Both the net sales and operations profit were record superior in the company 's story ,0
622,Both the net selling and operation profit were record highest in the company 's history ,0
623,Both the netting sales and operate profit were record high in the company 's epic ,0
624,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 ",1
625,"Exploiting incomes totaled EUR 6.7 manganese , down from EUR 7.2 mn in the corresponding timeline in 2005 ",1
626,"Operating advantage totaled EUR 6.7 minnesota , down from EUROS 7.2 mn in the corresponding period in 2005 ",1
627,"Operating dividend totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding schedules in 2005 ",1
628,"Operating incomes holistic EUR 6.7 mn , down from EUR 7.2 mn in the corresponding timetables in 2005 ",1
629,"Operational earn totaled EUR 6.7 mn , down from EURO 7.2 mn in the corresponding timeframe in 2005 ",1
630,` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC ,0
631,` Exponentially recommendable ' is the Nokian Z G2 according to the ` ADAC judgments ' in the latest hsia tyre essay of the Hessian vehicle association ADAC ,0
632,` Exponentially recommendable ' is the Nokian Z G2 according to the ` ADAC verdicts ' in the newest summer tyre proof of the Germany automobile association ADAC ,0
633,` Greatly recommendable ' is the Nokian Z G2 according to the ` ADAC judgments ' in the latest summer casters test of the German autos association ADAC ,0
634,` Highly recommendable ' is the Nokian Z G2 according to the ` ADAC judgments ' in the another summer tyre test of the German automobile association ADAC ,0
635,` Strikingly recommendable ' is the Nokian Z G2 according to the ` ADAC stoppage ' in the latest hsia tyre test of the Deutsch automobile associations ADAC ,0
636,"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 ",1
