	text	label
348	The move was triggered by feeble calls for sawing equipment and the uncertain market situation 	negative
1694	The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars 	neutral
528	( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian t	positive
2740	The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn 	neutral
2062	The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International 	neutral
3039	Reported operating margin was a negative 5.9 % 	negative
323	To generals scope of the project is about 38,000 quadratic metres and it is valued at a unmitigated of throughout EUR75m 	neutral
1937	At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % 	neutral
1892	Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore 	neutral
2451	The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed 	neutral
2285	Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % 	neutral
223	Diluted pay per shared ( EPS ) was at EUR 0.25 versus EUR 0.42 	negative
2537	The value of the total investment is about EUR 600mn 	neutral
2830	The transaction value is CAD 15 million approximately EUR 10 million 	neutral
781	Fancy Dans on the move FAB Midlands gift and interiors stockpiling Classy Dans is moving 	neutral
974	`` Minor firms are suffering at the moment because they are arguably to have moneys questions , '' he added 	negative
2344	Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze 	neutral
17	FinancialWire tm is not a journalists liberating service , and receives no compensation for its news , vistas or distributions 	neutral
2453	The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments 	neutral
161	Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 	positive
2935	The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 	neutral
1738	Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier 	positive
2960	The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments 	neutral
2287	Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s 	neutral
522	Stichting Pensioenfonds ABP : 4 118 122 interchange represented 5.19 % of the exchanged capitalism and voting rights 	neutral
1568	Its 168 asset management experts manage assets worth over EUR 35 billion 	neutral
498	The power supplies , DC power systems and inverters designed and fabricated by Efore , and systems incorporating them are used in many varied motion 	neutral
2645	In 2007 Etteplan reported a turnover of EUR125 .2 m	neutral
1537	Also , a six-year historic analysis is provided for these markets 	neutral
2257	In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making 	neutral
504	Altogether 150 subjects with mildly elevated cholesterol echelon participant in the four-month long interfering 	neutral
2428	The employee negotiations are to address measures needed to adjust the operations to the present production situation 	neutral
1321	LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India 	positive
1358	Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago 	negative
1202	The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier 	positive
3016	Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 	negative
483	In the sinter factories , limestone and coke breeze are mixed with the iron ore concentrated and sintered into lump forme or sinter for used in the blowup furnace as a raw material for iron-making 	neutral
2449	The identity of the buyer is not yet known 	neutral
2301	N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 	neutral
1570	Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher 	neutral
2691	N-Viro operates processing facilities independently as well as in partnership with municipalities 	neutral
3013	According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition 	negative
38	Names of Corporation in which holdings have been earned : Citycon Oyj 2 	neutral
1404	Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 	positive
461	Local government commissioner of +àm+Ñl , Curt Svensson , says he will contact the management of Helsinki entrepreneurial Componenta to deems out if there are any other to the company 's decision to closeness down its mills in +àm+Ñl 	neutral
339	une maximum of 666,104 new shares can further be subscribed for by practise B options under the 2004 stock choices scheme 	neutral
1033	The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year 	positive
555	Nova order involves all produces lines for a plywood mill , company said in a statements received by Lesprom Network 	neutral
3196	In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 	negative
1940	Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China 	neutral
2376	The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares 	neutral
2516	The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks 	neutral
1853	These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 	positive
1134	In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn 	positive
1825	Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India 	positive
775	Nova Company serves approximately 3,000 clients in over 100 country 	neutral
1230	Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 	positive
1351	23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year 	negative
2844	There have not been previous share subscriptions with 2004 stock options 	neutral
1036	In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share 	positive
681	Finn electronics treatise generators Scanfil reports nets sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 min a year beforehand 	negative
3070	Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route 	negative
356	Of 2500-passenger ferry will have dimensions of 185 m length comprehensive , 170 m duration between perpendiculars , 27.70 m breadth and 6.55 m conceived draught 	neutral
3076	BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation 	neutral
2392	The company distributes Hiab 's products as well as other products 	neutral
538	`` Marimekko administering in an industry in which changes in the ventures climate are portrayed in consumer demand 	neutral
1266	4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. 	neutral
1326	The original contract was signed last summer 	neutral
192	Revenues before charge shrug by 9 % to EUR 187.8 mn in the primo nine months of 2008 , compared to EUR 207.1 min a year earlier 	negative
2674	Marimekko is considering further measures in the matter 	neutral
1282	The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts 	neutral
2475	The order is related to renewing the network of the telecommunications operator 	neutral
2756	The credit covers approximately 70 % of the ship 's price 	neutral
2468	The new name of the Sanoma Division will be Sanoma News 	neutral
1678	Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima 	neutral
2437	The firm is headquartered in Vantaa , southern Finland and has 16 employees 	neutral
3175	The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 	negative
359	The share subscription duration for jim options will commencement on 1 Aug 2008 and expire on 31 March 2011 	neutral
727	Charges savings will then amplify to some 20 trillion eur a year from 2007 , OKO declared 	positive
2730	The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees 	neutral
1923	According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 	neutral
2767	The EA Reng group posted sales of approximately 84 million kroons for 2007 	neutral
281	Subject-matter of the invention besides is the using of the tornadoes for insulate partly molten particles . '	neutral
1787	Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year 	neutral
1136	In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m 	positive
1553	Dragonfly Love is another video shot from start to finish using the Nokia N8 	neutral
2856	Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn 	neutral
445	For combined value of the decree is almost EUR 3mn 	neutral
1954	Each year the dividend is deducted from the subscription price 	neutral
603	The provide prix is $ 35 billion , including cash of $ 10 mln as net debt assumption of FACE , and $ 20 miilion worth of Cencorp shares to be issued to Savcor 	neutral
1725	Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 	negative
1905	He will report to CapMan Plc 's CEO Heikki Westerlund 	neutral
2177	Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR 	neutral
2862	In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 	negative
1870	Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint 	positive
3122	Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 	negative
2165	An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 	neutral
575	Winnings for the schedules totalled EUR 0.8 minneapolis , down from EUROS 1.1 mn in the corresponding timeline in 2008 	negative
1448	The Group also has a strong global position in other fishing categories 	positive
1780	Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies 	positive
2456	The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent 	neutral
2941	Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia 	neutral
1135	In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 	positive
566	The companies 's decrees book totalled at 1.5 bln euro $ 2.2 bln on Seven 30 , 2007 , up by 24.2 pct on the annual , with universal orders amounting to 365 millionth euro $ 534.3 mln 	positive
2602	Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries 	neutral
273	The bank VTB24 provides mortgage loans to acquisition villas in the complexes at 11-13 % per annual in rubles 	neutral
1073	The Department Store Division reported an increase in sales of 4 per cent 	positive
2840	The value of the three-year contract is estimated at EUR40m 	neutral
2154	Affecto has participated in the program for the development of the Norwegian pension system since 2007 	neutral
1771	Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries 	neutral
196	Finnish Banking of +àland reporting its operational benefit surges to EUROS 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 	positive
207	The undertakings 's installations in Russia will continued to make tyres for its near markets , while the facility in Nokia in Finns will manufacture tyres for other markets 	neutral
473	Two other sites will be encompassed later on 	neutral
440	The company can not give up palm oil utterly , alternately 	neutral
1044	4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 	positive
2544	These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics 	neutral
2962	The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 	neutral
155	The deal is subject to approval by the Norwegian competition authorities 	neutral
2922	Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory 	positive
757	The ventures to be divested breeds consolidated net sells of EUR 60 million annually and currently has some 640 staffs 	neutral
1363	In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 	positive
2158	After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 % 	neutral
2200	Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Close	neutral
2011	Production is scheduled to start by the end of April 2007 	neutral
2072	The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia 	neutral
3238	Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 	negative
735	The Tecnomen Convergent Royalty settles therein functionality for prepaid and post-paid billing , charging and assessing of voice calls , videotape invitations , raw data traffic and any type of content services in both mobile and landline networks 	neutral
99	The equality value of the investment properties stood EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 	positive
1474	The EPS improved to EUR0 .38 from EUR0 .27 	positive
1218	EPS grew to 0.04 eur from 0.02 eur 	positive
3180	The net sales decreased to EUR 49.8 million from EUR 59.9 million 	negative
2120	Under a preliminary estimation , the technology park will measure about 50,000 square meters 	neutral
503	Traded data and analytics are derived from primary and secondhand research 	neutral
2967	The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News 	neutral
1686	Tekla 's defense business employs over 20 persons and is located in Espoo , Finland 	neutral
915	Finnish electronics marketed manufacturer Scanfil reports wisp sell of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year anterior 	negative
1838	Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 	positive
542	The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority 	neutral
2800	The order also covers design services , hardware , software licences , as well as maintenance services over six years 	neutral
2832	The value of the contract is about EUR 27mn 	neutral
209	Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities 	neutral
1416	Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier 	positive
2052	The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets 	neutral
2728	The business development initiatives in North America are headed by Lynn Shanahan 	neutral
1027	Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 	positive
526	The beers differ faintly from mainstream coffins 	neutral
2799	The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania 	neutral
2236	He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State 	neutral
812	Du 2500-passenger ferry will have dimensions of 185 m duration ensemble , 170 m length between perpendiculars , 27.70 m magnitude and 6.55 m devise draught 	neutral
292	Among December sole , the member of the Lithuanian Brewers ' Association sold a aggregate of 20.3 million liters of coffin , an deepened of 1.9 cent from the sales of 19.92 million liters in Jul 2004 	positive
2001	No financial details were disclosed 	neutral
1267	A data processing unit collects the data , calculates RVR values and provides the data to users via various interfaces 	neutral
834	The frst group of shoppers to be trained will be paint-shop owner and their assistants 	neutral
2411	The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week 	neutral
1735	( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland 	positive
697	The devices would be launched in the Chinese market in late 2006 , the company said 	neutral
1733	`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '	positive
2231	Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced 	neutral
599	A Helsinki : ELIiV currently brief EPS of EUR1 .13 for 2009 , an bounced over EPS of EUR1 .12 in 2008 	positive
114	Finns department shop strings Stockmann Oyj Abp net won surging to 39.8 mln euro ( $ 56.8 mln ) for the frst nine months of 2007 from 37.4 millions euro ( $ 53.4 mln ) for the same schedules of 2006 	positive
2119	Two other sites will be included later on 	neutral
1740	The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 	positive
2532	The value of the order is USD 2.3 mn 	neutral
1492	CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds 	neutral
1094	Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 	positive
380	Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging 	neutral
3239	The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations 	negative
2491	The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds 	neutral
1624	The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players 	neutral
1105	Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) 	positive
442	Vehvilainen , who is currently the head operational agent at Nokia Siemens Networks , will join Finnair on 5 October 2010 and taking over as CEO effective 1 Feb 2010 	neutral
1470	Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur 	positive
569	N-Viro operates processing establishments independently as okey as in cooperating with municipalities 	neutral
1276	ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced 	neutral
1446	The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil 	positive
855	`` Smallest firms are suffering at the moment because they are probable to have finance difficulty , '' he added 	negative
1191	Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn 	positive
2933	Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocatio	neutral
744	The shares shall be repurchased through public trade , for which motif the exchanges are repurchased meantime than in quotient to the holdings of the shareholders 	neutral
1971	Following the issue , the new shares will constitute 10 percent of the firm 's capital 	neutral
189	Operandi profit totalled EUR 30.2 mn , down from EUROS 43.8 mn a leto anterior 	negative
143	Finnish food industria company L+ñnnen Tehtaat is programs changes to its fish foodstuffs business 	neutral
423	In providing managed services , Nokia takes obligations for building , operandi and transfer as well as optimising the Indosat 3G fillet 	neutral
940	Nova financial discourses liberation will be available after publishing on the Corporation 's internet pages at www.cargotec.com 	neutral
642	The beers deviate slightly from mainstream pints 	neutral
1203	The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 	positive
651	The address will have no gargantuan effect on the acquiring venture 's equity ratio 	neutral
3256	In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn 	negative
779	FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions 	neutral
1737	OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria 	positive
1925	According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia 	neutral
64	The company 's transportation business is commencement through Florida Rock & Reservoir Lines , which is a Westward transportation company concentrating in the hauling by boxcar carrier of liquid and driest colossal merchandise 	neutral
621	Finnish darkroom liquid treating and diagnostic trials systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Mondays 3 June a profit alarm for the financial annum 2008 	negative
982	The devices would be incurred in the Chinese market in iate 2006 , the enterprise said 	neutral
3061	`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . '	positive
1824	In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year 	positive
1818	Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London 	positive
980	This organising will assume the responsibility for operations in Russian 	neutral
3201	Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models 	negative
2713	Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people 	neutral
50	The EUR 0.7 million non-recurring expenses have been recorded for the third quarter 	neutral
577	The world 's second largest stainless steel maker affirmed net earns in the three-month period until Ced. 31 surged to euro603 billions US$ 781 miilion , or euro3 .33 US$ 4.31 paras shares , from euro172 billions , or euro0 .94 paras share , the previous year 	positive
310	Sports equipment sales also progressed well owing to the prolonged winter season 	positive
1011	MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates 	positive
480	No contemplated closed date was provided 	neutral
264	The bond , with a expiry of five years , is teil of the banking 's homeland bond program 	neutral
3034	Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn 	negative
3245	Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 	negative
2361	Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 	neutral
327	Swedish , Finnish and Danish listed companies are organized in three mercado roofs segments , Nordic Unpaid Cap , Mid Cap and Klein Cap 	neutral
809	`` Demand for athletics accoutrements was good in 2005 	positive
1053	Clothing chain Sepp+ñl+ñ 's net sales increased by 7.0 % to EUR 30.8 mn 	positive
129	Him is a Chartered Accountant in Uk Colombiana and Alberta as decent as a Certified Public Accountant in Washington State 	neutral
3066	The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station 	neutral
1227	In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period 	positive
1565	It is a member of the OneWorld alliance , which includes American Airlines and British Airways 	neutral
1557	Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 	neutral
1732	The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator 	positive
2849	Total value of the contract is about EUR 10mn 	neutral
2868	Finnish media group Talentum has issued a profit warning 	negative
975	YIT communicated counter claims against Neste Petrol totaling some EUR25m , predominantly founded on collaborating carried out under the agreements and additional costs incurred due to prolongation of the project 	negative
678	ND = None disclosed 	neutral
2292	Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over 	neutral
63	Net sales climbed by 30 % to EUR 36 million 	positive
2305	New Novator products are supposed to be exported 	neutral
227	Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 	negative
2028	Steek , which was set up in 2002 , is based in Bordeaux , southwestern France 	neutral
2111	The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights 	neutral
986	Both operation profit and filet sales for the three-month timing rebounds , respectively from EUR16 .0 m and EUR139m , as versus to the corresponding quarter in 2006 	positive
2679	Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec 	neutral
1914	561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan 	neutral
3140	Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 	negative
434	It is a member of the OneWorld alliance , which includes Americano Airways and England Airways 	neutral
937	( ADP News ) - Neo 29 , 2008 - Finnish lifter equipment maker Konecranes Oyj ( OMX : KCR1V ) highlights today that its net profit grew to EUR 116.6 millionth ( DOLLARS 149.1 m ) in the initiation nine mois of 2008 from EUR 73.6 millionth for the 	positive
435	Raute posted a nets payout of 1.8 zillion euro $ 2.6 mln for the thirdly quarter of 2007 , compared to a net lost of 299,000 euro $ 430,000 for the corresponding schedules of 2006 	positive
1872	ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of E	positive
2589	A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device 	neutral
2845	These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 	neutral
2722	The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present 	neutral
485	Exploiting revenues of Kauppalehti group omitting to EUR 1.5 mn from EUROS 1.3 mn , and that of Marketplaces to EUR 1.3 min from EUROS 1.0 manganese in the thirdly quarter of 2006 	positive
1498	Halonen 's office acknowledged receiving the letter but declined comment 	neutral
2330	Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland 	neutral
2721	The agreement includes application maintenance and support services 	neutral
2319	Okmetic revised its 2010 financial outlook based on its order book 	neutral
3029	Net sales dropped by 6 % year-on-year to EUR 11.9 million 	negative
2416	The contract includes design , construction , delivery of equipment , installation and commissioning 	neutral
1778	Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable 	positive
3072	17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term 	negative
1695	The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world 	neutral
2256	In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari 	neutral
2757	The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V 	neutral
3190	Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 	negative
2591	ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj 	neutral
990	The growth of net sales has continued favourably in the Middle East and Africaand in Asia Pacific 	positive
841	says Brian Burton , Heads of IT Guarantees , Vodafone UK 	neutral
2586	`` We are selling an information systems development business to the Finns 	neutral
24	Clothing retail chaining Sepp+ñl+ñ 's sell enlargement by 8 % to EUR 155.2 mn , and operations earns leapt to EUR 31.1 minnesota from EUR 17.1 mn in 2004 	positive
1862	Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 	positive
