	text	label
2147	( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 	negative
2247	Besides , as there is no depositor preference in Finland , senior debt and deposits rank on a par , which is also taken into consideration , the agency added 	neutral
1844	There have not been previous share subscriptions with 2004 stock options 	neutral
307	The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said 	neutral
1098	The order includes a new Crecent former , headbox , and reel 	neutral
1402	The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 	neutral
1152	Additionally , information on business segments , competitors and future outlook are provided 	neutral
2029	Net sales dropped by 6 % year-on-year to EUR 11.9 million 	negative
65	Operating profit margin increased from 11.2 % to 11.7 % 	positive
1605	BM4 middle layer headbox will be equipped with a dilution control system 	neutral
1976	The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said 	neutral
2189	Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 	negative
884	The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 	positive
1805	The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 	neutral
331	Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier 	positive
2235	Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes 	negative
395	For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 	positive
1768	The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. 	neutral
1353	schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila 	neutral
1818	The solution will be installed in the USA to support the North American operations of the customer 	neutral
952	Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. 	neutral
890	The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares 	neutral
287	The phones are targeted at first time users in growth markets 	neutral
125	First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier 	positive
1986	The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting 	neutral
1499	The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry 	neutral
235	Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 	positive
326	The original contract was signed last summer 	neutral
255	The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 	positive
1556	Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen 	neutral
103	Cargo volume increased by approximately 5 % 	positive
1383	The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants 	neutral
111	EBIT margin was up from 1.4 % to 5.1 % 	positive
40	Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 	neutral
1193	Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights 	neutral
1216	Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila 	neutral
1400	The company reiterates its outlook for 2009 	neutral
1039	The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors 	neutral
1878	Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 	negative
150	Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates 	positive
737	OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria 	positive
1012	Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 200	neutral
901	The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business 	neutral
1225	Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 	neutral
2033	Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 	negative
1278	Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market 	neutral
1955	Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report 	neutral
1437	The firm is headquartered in Vantaa , southern Finland and has 16 employees 	neutral
1649	In addition , the company is considering the start of production in Russia 	neutral
62	Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces 	positive
1022	Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company 	neutral
442	SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 	positive
1975	The mill 's raw material need will increase by 100,000 m3 of wood 	neutral
1821	The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium 	neutral
1798	The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO 	neutral
853	These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 	positive
2090	The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan 	negative
1621	Currently it operates a fleet of eight carriers , as well as nine pushers and barges 	neutral
1558	Under the deal , Know IT will pay SEK90m ( USD12 .8 m-EUR8 .6 m ) in cash and stock 	neutral
1746	The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy 	neutral
1223	Financial terms were n't disclosed 	neutral
1748	The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services 	neutral
154	Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn 	positive
1737	The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % 	neutral
1084	The latest date for registration is on 4 April , 2006 	neutral
599	Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction 	neutral
947	COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limite	neutral
1168	Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don 	neutral
744	15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V 	positive
1792	The markets expect Heineken to sell Hartwall as a whole or in parts 	neutral
1966	The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly 	neutral
1250	In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements 	neutral
1738	The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system 	neutral
1642	HK Ruokatalo 's target is to know the consumers 	neutral
710	The total donation amount is EUR 1,115,000 	neutral
1747	The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 	neutral
463	Operating profit improved by 16.7 % to EUR 7.7 mn 	positive
356	ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 	negative
285	The contract covers the manufacturing , surface-treatment and installation of the steel structures 	neutral
1449	The identity of the buyer is not yet known 	neutral
327	`` The number of collection errors fell considerably , and operations speeded up 	positive
1262	Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland 	neutral
2038	Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' 	negative
130	Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share 	positive
1682	Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 	neutral
275	Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date 	neutral
2214	Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 	negative
1773	The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 	neutral
1286	L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish 	neutral
2249	Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market 	neutral
168	Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 	positive
1139	25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m 	neutral
1857	Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn 	neutral
1381	The bond has a value of EUR150m and a maturity of 4 years 	neutral
967	Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 	neutral
653	Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services 	neutral
695	The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world 	neutral
29	Sales increased due to growing market rates and increased operations 	positive
1080	The front surfaces of these valve plates are directed towards each other 	neutral
1031	Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland 	neutral
1163	Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg 	neutral
1699	Payment for acquired shares will be made in cash , and the price per share will be EUR 1 plus an administration fee 	neutral
1625	Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 	neutral
1200	Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Close	neutral
2146	( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 	negative
1339	Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million 	neutral
1543	These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed 	neutral
1055	The company then said it will focus its resources on clinical research 	neutral
1007	Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 	neutral
1199	Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agree	neutral
1922	Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory 	positive
1180	BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite 	neutral
765	The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said 	neutral
2081	HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports 	negative
2140	Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 	negative
1320	On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % 	neutral
374	The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running 	negative
2013	According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition 	negative
438	Pretax profit jumped to EUR 21.9 million from EUR 3.1 million 	positive
1118	Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States 	neutral
1005	Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein 	neutral
67	Operating profit rose to EUR 5mn from EUR 2.8 mn in the fourth quarter of 2008 	positive
1029	STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com 	neutral
1525	The value of the order is about EUR 30mn 	neutral
1785	The final outcome of the rights offering is to be reported around 23 October 2009 	neutral
334	In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 	positive
52	Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 	positive
1484	The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo 	neutral
2252	The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur 	negative
1988	`` The biggest challenge was to make the piece look raw , '' Hansen said 	neutral
190	Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 	positive
1270	It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 	neutral
483	Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained 	neutral
1794	The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland 	neutral
26	In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million 	positive
1427	The ECB can mainly target inflation 	neutral
319	Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade 	positive
1848	To see a slide show of all the newest product releases from Fiskars 	neutral
1563	Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity 	neutral
792	The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks 	neutral
2103	Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday 	negative
1752	The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . '	neutral
1468	The new name of the Sanoma Division will be Sanoma News 	neutral
273	SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branc	neutral
1999	Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations 	neutral
1072	The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia 	neutral
2193	However , the net sales declined to EUR 803.6 million from EUR 1.2 billion 	negative
517	The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta 	neutral
8	Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 	positive
128	However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 	positive
1864	Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 	negative
842	Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site 	positive
2055	` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab 	positive
1107	The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines 	neutral
2160	Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 	negative
2180	The net sales decreased to EUR 49.8 million from EUR 59.9 million 	negative
1741	The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland 	neutral
1011	Production is scheduled to start by the end of April 2007 	neutral
209	`` BasWare 's product sales grew strongly in the financial period , by 24 percent 	positive
632	The trade is in accordance with the agreement announced on 26 March 2008 	neutral
830	Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker 	positive
545	CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team 	neutral
904	According to latest information , Benefon will launch its Twig device on 20 September 2006 	neutral
1972	The gross area of eight houses will be 12,167 m2 	neutral
1325	Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division 	neutral
398	` By separating side businesses we will be able to faster expand and develop Tapro retail network 	positive
490	At CapMan Haavisto will be responsible for Group Finances and Accounting and IT 	neutral
525	Welcome 	neutral
1903	Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 	negative
1391	The company did not disclose the price of the acquisition 	neutral
973	Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List 	neutral
265	Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.39	neutral
892	Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore 	neutral
1470	The number of class A shares remains unchanged at 9,526,089 shares 	neutral
2254	Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales 	negative
176	Orders received grew by 55 % year-on-year to EUR732m 	positive
357	ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 	negative
767	The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations 	neutral
677	Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters 	neutral
1218	Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot 	neutral
248	Sales in Finland rose by 3.9 % and international growth was 0.7 % 	positive
975	GyPSii service supports ten different languages including Korean and Russian 	neutral
1058	The company will be part of Teleste 's Video and Broadband Solutions business area 	neutral
504	Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 	neutral
2032	Okmetic expects its net sales for the first half of 2009 to be less than in 2008 	negative
575	Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/200	neutral
142	Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year 	positive
637	Uponor maintains its full-year guidance for 2010 	neutral
1757	The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V 	neutral
827	It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 	positive
462	Nordea sees a return to positive growth for the Baltic countries in 2011 	positive
1044	The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania 	neutral
1606	Boomerang Boats had net sales of EUR 4.1 mn and it made an operating profit of EUR 0.4 mn in 2006 	neutral
74	The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago 	positive
1124	We offer our customers solutions based on renewable raw materials 	neutral
941	Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 	neutral
1019	Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India 	neutral
533	According to Finnair Technical Services , the measure is above all due to the employment situation 	neutral
633	The transaction is expected to be completed next spring 	neutral
1398	The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District 	neutral
474	The EPS improved to EUR0 .38 from EUR0 .27 	positive
879	Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur 	positive
694	The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars 	neutral
2073	Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume 	negative
1093	The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. 	neutral
1641	He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations 	neutral
73	The Department Store Division reported an increase in sales of 4 per cent 	positive
1279	Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen 	neutral
1434	The financial details of the transaction were not disclosed 	neutral
46	Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 	positive
0	According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing 	neutral
1157	After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper 	neutral
643	`` Our aim is to understand different traffic patterns based on the use of each building 	neutral
1374	The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. 	neutral
1743	The company has 120 employees and annual sales of approximately EUR16m 	neutral
407	Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year 	positive
1401	The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 	neutral
376	Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business 	positive
127	HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year 	positive
1971	The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 	neutral
372	ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same per	negative
2163	Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 	negative
847	The actions are expected to deliver annual cost savings of some EUR15-20m 	positive
1275	Its annual capacity is some 10,000 MW 	neutral
1982	The share subscription period will expire on 30 September 2007 	neutral
1211	During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them 	neutral
500	In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp 	neutral
1953	Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day 	neutral
1280	Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) 	neutral
519	The issuer is solely responsible for the content of this announcement 	neutral
492	CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds 	neutral
1049	The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance 	neutral
1050	The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 	neutral
797	According to PKC , the acquisition would bring a significant addition to PKC 's customer base 	positive
594	Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term 	neutral
1832	The value of the contract is about EUR 27mn 	neutral
1715	Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 	neutral
1350	SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients 	neutral
647	A PLUMBING business has announced it is sponsoring a professional darts player 	neutral
1111	The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights 	neutral
1479	The plant is expected to start production in the first half of 2007 	neutral
2141	Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 	negative
555	EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) 	neutral
205	The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % 	positive
1833	The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors 	neutral
9	HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said 	positive
1991	After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares 	neutral
586	Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars 	neutral
1003	Officials did not disclose the contract value 	neutral
604	The business section also includes Ahlstrom 's sustainability report 	neutral
1836	The value of the contracts is about EUR 3.3 mn 	neutral
1435	The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates 	neutral
2219	The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year 	negative
2044	Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 	negative
304	With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients 	positive
639	What would you like to see changed on Nokia 's next attempt 	neutral
2165	Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn 	negative
105	Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) 	positive
